Ward Code,Borough,Ward,b_w,All people,White,Mixed,Asian,Black,Chinese/Other,White British,White Irish,White Other White,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Mixed Other Mixed,Asian or Asian British Indian,Asian or Asian British Pakistani,Asian or Asian British Bangladeshi,Asian or Asian British Other Asian,Black or Black British Black Caribbean,Black or Black British Black African,Black or Black British Other Black,Chinese or other ethnic group Chinese,Chinese or other ethnic group Other Ethnic Group,% White,% Mixed,% Asian,% Black,% Chinese/Other,% White British,% White Irish,% White Other White,% Mixed White and Black Caribbean,% Mixed White and Black African,% Mixed White and Asian,% Mixed Other Mixed,% Asian or Asian British Indian,% Asian or Asian British Pakistani,% Asian or Asian British Bangladeshi,% Asian or Asian British Other Asian,% Black or Black British Black Caribbean,% Black or Black British Black African,% Black or Black British Other Black,% Chinese or other ethnic group Chinese,% Chinese or other ethnic group Other Ethnic Group
H,,London,London,7172092,5103203,226110,866691,782854,193234,4287861,220488,594854,70925,34188,59942,61055,436992,142748,153893,133058,343567,378934,60353,80201,113033,71.2,3.2,12.1,10.9,2.7,59.8,3.1,8.3,1,0.5,0.8,0.9,6.1,2,2.1,1.9,4.8,5.3,0.8,1.1,1.6
941,,England and Wales,England and Wales,52041916,47520866,661034,2273737,1139577,446702,45533741,641804,1345321,237420,78911,189015,155688,1036807,714826,280830,241274,563843,479665,96069,226948,219754,91.3,1.3,4.4,2.2,0.9,87.5,1.2,2.6,0.5,0.2,0.4,0.3,2,1.4,0.5,0.5,1.1,0.9,0.2,0.4,0.4
00ABFX,Barking and Dagenham,Abbey,Barking and DagenhamAbbey,10206,5548,327,2659,1457,215,4713,186,649,89,84,62,92,902,1368,174,215,439,941,77,75,140,54.4,3.2,26.1,14.3,2.1,46.2,1.8,6.4,0.9,0.8,0.6,0.9,8.8,13.4,1.7,2.1,4.3,9.2,0.8,0.7,1.4
00ABGN,Barking and Dagenham,Village,Barking and DagenhamVillage,9720,8740,175,167,584,54,8405,149,186,88,30,22,35,80,68,10,9,143,384,57,16,38,89.9,1.8,1.7,6,0.6,86.5,1.5,1.9,0.9,0.3,0.2,0.4,0.8,0.7,0.1,0.1,1.5,4,0.6,0.2,0.4
00ACFX,Barnet,Brunswick Park,BarnetBrunswick Park,14668,11582,370,1751,571,394,9274,460,1848,81,60,117,112,1125,151,102,373,206,324,41,241,153,79,2.5,11.9,3.9,2.7,63.2,3.1,12.6,0.6,0.4,0.8,0.8,7.7,1,0.7,2.5,1.4,2.2,0.3,1.6,1
00ACGE,Barnet,Edgware,BarnetEdgware,14816,10828,331,2333,862,462,9482,337,1009,67,67,93,104,1801,197,79,256,147,685,30,243,219,73.1,2.2,15.7,5.8,3.1,64,2.3,6.8,0.5,0.5,0.6,0.7,12.2,1.3,0.5,1.7,1,4.6,0.2,1.6,1.5
00ADGR,Bexley,North End,BexleyNorth End,10465,9609,163,236,373,84,9222,114,273,49,21,51,42,150,9,22,55,119,235,19,58,26,91.8,1.6,2.3,3.6,0.8,88.1,1.1,2.6,0.5,0.2,0.5,0.4,1.4,0.1,0.2,0.5,1.1,2.2,0.2,0.6,0.2
00ADGT,Bexley,St Mary`s,BexleySt Mary`s,10043,9535,104,262,48,94,9258,121,156,33,6,36,29,189,5,16,52,22,21,5,81,13,94.9,1,2.6,0.5,0.9,92.2,1.2,1.6,0.3,0.1,0.4,0.3,1.9,0,0.2,0.5,0.2,0.2,0,0.8,0.1
00AEGK,Brent,Barnhill,BrentBarnhill,13188,5923,429,3758,2273,805,4319,634,970,120,55,133,121,2581,506,70,601,1038,1088,147,267,538,44.9,3.3,28.5,17.2,6.1,32.7,4.8,7.4,0.9,0.4,1,0.9,19.6,3.8,0.5,4.6,7.9,8.2,1.1,2,4.1
00AEGT,Brent,Kilburn,BrentKilburn,14172,7934,616,1256,3824,542,5000,1291,1643,184,160,117,155,543,386,68,259,1844,1619,361,232,310,56,4.3,8.9,27,3.8,35.3,9.1,11.6,1.3,1.1,0.8,1.1,3.8,2.7,0.5,1.8,13,11.4,2.5,1.6,2.2
00AEGZ,Brent,Queensbury,BrentQueensbury,13175,4552,383,6445,1388,407,3192,751,609,72,46,155,110,4921,596,48,880,575,672,141,182,225,34.6,2.9,48.9,10.5,3.1,24.2,5.7,4.6,0.5,0.3,1.2,0.8,37.4,4.5,0.4,6.7,4.4,5.1,1.1,1.4,1.7
00AGGN,Camden,Highgate,CamdenHighgate,10492,8791,441,376,666,218,6996,501,1294,127,58,130,126,141,12,161,62,168,454,44,63,155,83.8,4.2,3.6,6.3,2.1,66.7,4.8,12.3,1.2,0.6,1.2,1.2,1.3,0.1,1.5,0.6,1.6,4.3,0.4,0.6,1.5
00AGGR,Camden,Kilburn,CamdenKilburn,10494,7326,464,909,1413,382,4949,853,1524,114,98,104,148,268,111,385,145,334,1000,79,128,254,69.8,4.4,8.7,13.5,3.6,47.2,8.1,14.5,1.1,0.9,1,1.4,2.6,1.1,3.7,1.4,3.2,9.5,0.8,1.2,2.4
00AGGT,Camden,Regent`s Park,CamdenRegent`s Park,11964,7568,413,2261,1171,551,5604,499,1465,86,106,96,125,239,86,1789,147,212,909,50,196,355,63.3,3.5,18.9,9.8,4.6,46.8,4.2,12.2,0.7,0.9,0.8,1,2,0.7,15,1.2,1.8,7.6,0.4,1.6,3
00AHGM,Croydon,Fairfield,CroydonFairfield,14085,9954,518,1917,1268,428,8523,335,1096,138,64,172,144,1230,217,63,407,599,573,96,199,229,70.7,3.7,13.6,9,3,60.5,2.4,7.8,1,0.5,1.2,1,8.7,1.5,0.4,2.9,4.3,4.1,0.7,1.4,1.6
00AHGP,Croydon,Heathfield,CroydonHeathfield,13053,11283,327,755,550,138,10670,212,401,83,45,109,90,473,116,46,120,261,248,41,66,72,86.4,2.5,5.8,4.2,1.1,81.7,1.6,3.1,0.6,0.3,0.8,0.7,3.6,0.9,0.4,0.9,2,1.9,0.3,0.5,0.6
00AHHE,Croydon,Woodside,CroydonWoodside,15715,10079,847,1143,3492,154,9110,372,597,363,65,220,199,611,277,80,175,2184,1011,297,72,82,64.1,5.4,7.3,22.2,1,58,2.4,3.8,2.3,0.4,1.4,1.3,3.9,1.8,0.5,1.1,13.9,6.4,1.9,0.5,0.5
00AKGT,Enfield,Grange,EnfieldGrange,11605,10481,182,517,318,107,8863,457,1161,26,19,74,63,349,29,26,113,201,107,10,57,50,90.3,1.6,4.5,2.7,0.9,76.4,3.9,10,0.2,0.2,0.6,0.5,3,0.2,0.2,1,1.7,0.9,0.1,0.5,0.4
00AKHE,Enfield,Town,EnfieldTown,13928,12829,268,329,371,131,11532,491,806,95,28,75,70,221,17,20,71,211,136,24,69,62,92.1,1.9,2.4,2.7,0.9,82.8,3.5,5.8,0.7,0.2,0.5,0.5,1.6,0.1,0.1,0.5,1.5,1,0.2,0.5,0.4
00ANGJ,Hammersmith and Fulham,North End,Hammersmith and FulhamNorth End,10904,8421,437,489,1212,345,6173,490,1758,138,77,108,114,201,100,76,112,533,556,123,91,254,77.2,4,4.5,11.1,3.2,56.6,4.5,16.1,1.3,0.7,1,1,1.8,0.9,0.7,1,4.9,5.1,1.1,0.8,2.3
00ANGQ,Hammersmith and Fulham,Town,Hammersmith and FulhamTown,9899,8356,291,304,687,261,6227,388,1741,117,49,53,72,124,36,65,79,307,335,45,100,161,84.4,2.9,3.1,6.9,2.6,62.9,3.9,17.6,1.2,0.5,0.5,0.7,1.3,0.4,0.7,0.8,3.1,3.4,0.5,1,1.6
00APGA,Haringey,Alexandra,HaringeyAlexandra,10475,8782,411,388,718,176,6834,457,1491,91,41,146,133,249,31,30,78,371,319,28,52,124,83.8,3.9,3.7,6.9,1.7,65.2,4.4,14.2,0.9,0.4,1.4,1.3,2.4,0.3,0.3,0.7,3.5,3,0.3,0.5,1.2
00APGG,Haringey,Highgate,HaringeyHighgate,10310,8806,352,337,571,244,6895,377,1534,72,40,136,104,177,55,11,94,238,280,53,92,152,85.4,3.4,3.3,5.5,2.4,66.9,3.7,14.9,0.7,0.4,1.3,1,1.7,0.5,0.1,0.9,2.3,2.7,0.5,0.9,1.5
00APGU,Haringey,Woodside,HaringeyWoodside,11501,7246,530,1104,2188,433,4554,555,2137,165,96,140,129,534,119,209,242,850,1191,147,221,212,63,4.6,9.6,19,3.8,39.6,4.8,18.6,1.4,0.8,1.2,1.1,4.6,1,1.8,2.1,7.4,10.4,1.3,1.9,1.8
00AQFY,Harrow,Belmont,HarrowBelmont,9506,5949,182,2839,324,212,5185,378,386,26,13,71,72,2228,122,28,461,133,165,26,144,68,62.6,1.9,29.9,3.4,2.2,54.5,4,4.1,0.3,0.1,0.7,0.8,23.4,1.3,0.3,4.8,1.4,1.7,0.3,1.5,0.7
00AQGA,Harrow,Edgware,HarrowEdgware,9832,3948,244,4435,806,399,2999,514,435,40,37,72,95,3433,284,87,631,259,502,45,204,195,40.2,2.5,45.1,8.2,4.1,30.5,5.2,4.4,0.4,0.4,0.7,1,34.9,2.9,0.9,6.4,2.6,5.1,0.5,2.1,2
00AQGN,Harrow,Queensbury,HarrowQueensbury,10055,3676,228,5221,662,268,2945,413,318,54,25,67,82,4081,246,63,831,275,348,39,102,166,36.6,2.3,51.9,6.6,2.7,29.3,4.1,3.2,0.5,0.2,0.7,0.8,40.6,2.4,0.6,8.3,2.7,3.5,0.4,1,1.7
00ASGG,Hillingdon,Barnhill,HillingdonBarnhill,11728,6417,287,4044,765,215,5774,366,277,87,35,101,64,3000,384,75,585,334,374,57,63,152,54.7,2.4,34.5,6.5,1.8,49.2,3.1,2.4,0.7,0.3,0.9,0.5,25.6,3.3,0.6,5,2.8,3.2,0.5,0.5,1.3
00AUGL,Islington,St Mary`s,IslingtonSt Mary`s,10499,8276,413,568,948,294,6505,476,1295,129,53,96,135,164,42,246,116,374,466,108,182,112,78.8,3.9,5.4,9,2.8,62,4.5,12.3,1.2,0.5,0.9,1.3,1.6,0.4,2.3,1.1,3.6,4.4,1,1.7,1.1
00AXFX,Kingston upon Thames,Alexandra,Kingston upon ThamesAlexandra,9045,7517,213,883,119,313,6940,209,368,47,15,81,70,320,129,21,413,59,48,12,139,174,83.1,2.4,9.8,1.3,3.5,76.7,2.3,4.1,0.5,0.2,0.9,0.8,3.5,1.4,0.2,4.6,0.7,0.5,0.1,1.5,1.9
00BAFX,Merton,Abbey,MertonAbbey,9526,7454,270,1051,415,336,6060,340,1054,65,36,100,69,409,238,121,283,172,219,24,156,180,78.2,2.8,11,4.4,3.5,63.6,3.6,11.1,0.7,0.4,1,0.7,4.3,2.5,1.3,3,1.8,2.3,0.3,1.6,1.9
00BAGD,Merton,Graveney,MertonGraveney,9384,4426,329,2545,1805,279,3608,299,519,128,32,93,76,858,553,125,1009,1136,538,131,133,146,47.2,3.5,27.1,19.2,3,38.4,3.2,5.5,1.4,0.3,1,0.8,9.1,5.9,1.3,10.8,12.1,5.7,1.4,1.4,1.6
00BAGN,Merton,St Helier,MertonSt Helier,9155,7676,228,708,349,194,7097,250,329,89,21,60,58,171,140,154,243,161,164,24,95,99,83.8,2.5,7.7,3.8,2.1,77.5,2.7,3.6,1,0.2,0.7,0.6,1.9,1.5,1.7,2.7,1.8,1.8,0.3,1,1.1
00BAGQ,Merton,Village,MertonVillage,8914,7609,215,575,103,412,5979,171,1459,21,23,105,66,306,150,4,115,50,44,9,98,314,85.4,2.4,6.5,1.2,4.6,67.1,1.9,16.4,0.2,0.3,1.2,0.7,3.4,1.7,0,1.3,0.6,0.5,0.1,1.1,3.5
00BDGD,Richmond upon Thames,Heathfield,Richmond upon ThamesHeathfield,9541,7994,240,903,120,284,7403,244,347,38,34,106,62,634,108,69,92,48,64,8,96,188,83.8,2.5,9.5,1.3,3,77.6,2.6,3.6,0.4,0.4,1.1,0.6,6.6,1.1,0.7,1,0.5,0.7,0.1,1,2
00BEGC,Southwark,Brunswick Park,SouthwarkBrunswick Park,11136,5989,430,416,3912,389,4887,299,803,176,109,36,109,134,22,180,80,1338,2254,320,175,214,53.8,3.9,3.7,35.1,3.5,43.9,2.7,7.2,1.6,1,0.3,1,1.2,0.2,1.6,0.7,12,20.2,2.9,1.6,1.9
00BEGL,Southwark,Grange,SouthwarkGrange,11985,8199,431,480,2535,340,6719,475,1005,153,94,58,126,214,55,133,78,469,1930,136,167,173,68.4,3.6,4,21.2,2.8,56.1,4,8.4,1.3,0.8,0.5,1.1,1.8,0.5,1.1,0.7,3.9,16.1,1.1,1.4,1.4
00BEGZ,Southwark,Village,SouthwarkVillage,10484,8972,333,369,697,113,7888,299,785,94,57,104,78,260,35,25,49,349,286,62,63,50,85.6,3.2,3.5,6.6,1.1,75.2,2.9,7.5,0.9,0.5,1,0.7,2.5,0.3,0.2,0.5,3.3,2.7,0.6,0.6,0.5
00BFGE,Sutton,Belmont,SuttonBelmont,9790,8633,187,606,160,204,7946,199,488,30,20,79,58,328,108,27,143,62,79,19,100,104,88.2,1.9,6.2,1.6,2.1,81.2,2,5,0.3,0.2,0.8,0.6,3.4,1.1,0.3,1.5,0.6,0.8,0.2,1,1.1
00BFGK,Sutton,St Helier,SuttonSt Helier,10798,9787,241,322,327,121,9392,175,220,116,34,57,34,121,36,16,149,147,165,15,41,80,90.6,2.2,3,3,1.1,87,1.6,2,1.1,0.3,0.5,0.3,1.1,0.3,0.1,1.4,1.4,1.5,0.1,0.4,0.7
00BJGD,Wandsworth,Fairfield,WandsworthFairfield,12034,9870,351,583,971,259,8299,395,1176,123,38,100,90,224,211,56,92,528,351,92,84,175,82,2.9,4.8,8.1,2.2,69,3.3,9.8,1,0.3,0.8,0.7,1.9,1.8,0.5,0.8,4.4,2.9,0.8,0.7,1.5
00BJGF,Wandsworth,Graveney,WandsworthGraveney,13213,8257,494,2441,1634,387,6739,528,990,193,53,125,123,988,545,107,801,939,523,172,207,180,62.5,3.7,18.5,12.4,2.9,51,4,7.5,1.5,0.4,0.9,0.9,7.5,4.1,0.8,6.1,7.1,4,1.3,1.6,1.4
00BKGP,Westminster,Regent`s Park,WestminsterRegent`s Park,11049,7577,429,1448,573,1022,4684,357,2536,58,81,145,145,704,193,224,327,153,376,44,295,727,68.6,3.9,13.1,5.2,9.2,42.4,3.2,23,0.5,0.7,1.3,1.3,6.4,1.7,2,3,1.4,3.4,0.4,2.7,6.6
00AA,City of London,City of London,City of LondonCity of London,7177,6075,161,488,182,271,4909,241,925,30,21,55,55,158,23,276,31,51,117,14,147,124,84.6,2.2,6.8,2.5,3.8,68.4,3.4,12.9,0.4,0.3,0.8,0.8,2.2,0.3,3.8,0.4,0.7,1.6,0.2,2,1.7
00ABFY,Barking and Dagenham,Alibon,Barking and DagenhamAlibon,9300,8693,126,68,389,24,8432,134,127,74,18,16,18,35,16,14,3,123,250,16,15,9,93.5,1.4,0.7,4.2,0.3,90.7,1.4,1.4,0.8,0.2,0.2,0.2,0.4,0.2,0.2,0,1.3,2.7,0.2,0.2,0.1
00ABFZ,Barking and Dagenham,Becontree,Barking and DagenhamBecontree,11450,9550,236,698,778,188,8902,175,473,121,34,41,40,317,217,89,75,278,438,62,115,73,83.4,2.1,6.1,6.8,1.6,77.7,1.5,4.1,1.1,0.3,0.4,0.3,2.8,1.9,0.8,0.7,2.4,3.8,0.5,1,0.6
00ABGA,Barking and Dagenham,Chadwell Heath,Barking and DagenhamChadwell Heath,9299,8103,158,436,525,77,7726,172,205,77,17,32,32,255,104,26,51,236,227,62,43,34,87.1,1.7,4.7,5.6,0.8,83.1,1.8,2.2,0.8,0.2,0.3,0.3,2.7,1.1,0.3,0.5,2.5,2.4,0.7,0.5,0.4
00ABGB,Barking and Dagenham,Eastbrook,Barking and DagenhamEastbrook,10096,9288,120,214,377,97,8925,177,186,48,23,36,13,125,45,25,19,112,256,9,73,24,92,1.2,2.1,3.7,1,88.4,1.8,1.8,0.5,0.2,0.4,0.1,1.2,0.4,0.2,0.2,1.1,2.5,0.1,0.7,0.2
00ABGC,Barking and Dagenham,Eastbury,Barking and DagenhamEastbury,10089,8551,185,484,787,82,8177,153,221,96,31,22,36,179,210,47,48,242,485,60,39,43,84.8,1.8,4.8,7.8,0.8,81,1.5,2.2,1,0.3,0.2,0.4,1.8,2.1,0.5,0.5,2.4,4.8,0.6,0.4,0.4
00ABGD,Barking and Dagenham,Gascoigne,Barking and DagenhamGascoigne,9371,6396,336,908,1554,177,5646,146,604,116,92,81,47,349,351,75,133,275,1212,67,84,93,68.3,3.6,9.7,16.6,1.9,60.2,1.6,6.4,1.2,1,0.9,0.5,3.7,3.7,0.8,1.4,2.9,12.9,0.7,0.9,1
00ABGE,Barking and Dagenham,Goresbrook,Barking and DagenhamGoresbrook,10333,9345,175,168,593,52,9057,140,148,106,23,31,15,58,76,6,28,147,424,22,30,22,90.4,1.7,1.6,5.7,0.5,87.7,1.4,1.4,1,0.2,0.3,0.1,0.6,0.7,0.1,0.3,1.4,4.1,0.2,0.3,0.2
00ABGF,Barking and Dagenham,Heath,Barking and DagenhamHeath,9649,8884,166,100,461,38,8592,149,143,91,35,12,28,45,24,18,13,138,296,27,22,16,92.1,1.7,1,4.8,0.4,89,1.5,1.5,0.9,0.4,0.1,0.3,0.5,0.2,0.2,0.1,1.4,3.1,0.3,0.2,0.2
00ABGG,Barking and Dagenham,Longbridge,Barking and DagenhamLongbridge,8890,7455,148,771,420,96,7091,155,209,59,20,30,39,412,235,44,80,188,201,31,61,35,83.9,1.7,8.7,4.7,1.1,79.8,1.7,2.4,0.7,0.2,0.3,0.4,4.6,2.6,0.5,0.9,2.1,2.3,0.3,0.7,0.4
00ABGH,Barking and Dagenham,Mayesbrook,Barking and DagenhamMayesbrook,9316,8630,152,79,391,64,8356,114,160,89,22,20,21,33,30,4,12,103,255,33,42,22,92.6,1.6,0.8,4.2,0.7,89.7,1.2,1.7,1,0.2,0.2,0.2,0.4,0.3,0,0.1,1.1,2.7,0.4,0.5,0.2
00ABGJ,Barking and Dagenham,Parsloes,Barking and DagenhamParsloes,9039,8467,119,124,274,55,8165,152,150,65,17,19,18,51,39,10,24,83,166,25,24,31,93.7,1.3,1.4,3,0.6,90.3,1.7,1.7,0.7,0.2,0.2,0.2,0.6,0.4,0.1,0.3,0.9,1.8,0.3,0.3,0.3
00ABGK,Barking and Dagenham,River,Barking and DagenhamRiver,10260,8978,163,379,688,52,8481,307,190,84,28,18,33,242,66,49,22,215,450,23,30,22,87.5,1.6,3.7,6.7,0.5,82.7,3,1.9,0.8,0.3,0.2,0.3,2.4,0.6,0.5,0.2,2.1,4.4,0.2,0.3,0.2
00ABGL,Barking and Dagenham,Thames,Barking and DagenhamThames,8547,6790,193,351,1137,76,6400,86,304,88,59,17,29,175,99,21,56,244,823,70,35,41,79.4,2.3,4.1,13.3,0.9,74.9,1,3.6,1,0.7,0.2,0.3,2,1.2,0.2,0.7,2.9,9.6,0.8,0.4,0.5
00ABGM,Barking and Dagenham,Valence,Barking and DagenhamValence,8775,8054,131,173,382,35,7786,128,140,65,21,31,14,96,34,21,22,145,198,39,24,11,91.8,1.5,2,4.4,0.4,88.7,1.5,1.6,0.7,0.2,0.4,0.2,1.1,0.4,0.2,0.3,1.7,2.3,0.4,0.3,0.1
00ABGP,Barking and Dagenham,Whalebone,Barking and DagenhamWhalebone,9604,8195,166,507,643,93,7712,230,253,64,18,44,40,327,73,40,67,323,278,42,47,46,85.3,1.7,5.3,6.7,1,80.3,2.4,2.6,0.7,0.2,0.5,0.4,3.4,0.8,0.4,0.7,3.4,2.9,0.4,0.5,0.5
00ACFY,Barnet,Burnt Oak,BarnetBurnt Oak,15243,9588,654,1975,2081,945,7944,775,869,141,145,179,189,1265,227,52,431,439,1522,120,473,472,62.9,4.3,13,13.7,6.2,52.1,5.1,5.7,0.9,1,1.2,1.2,8.3,1.5,0.3,2.8,2.9,10,0.8,3.1,3.1
00ACFZ,Barnet,Childs Hill,BarnetChilds Hill,17261,12713,646,1625,1191,1086,8605,785,3323,101,93,217,235,963,247,67,348,226,879,86,373,713,73.7,3.7,9.4,6.9,6.3,49.9,4.5,19.3,0.6,0.5,1.3,1.4,5.6,1.4,0.4,2,1.3,5.1,0.5,2.2,4.1
00ACGA,Barnet,Colindale,BarnetColindale,13860,7156,597,2630,2457,1020,5452,588,1116,137,169,116,175,1619,442,48,521,487,1780,190,602,418,51.6,4.3,19,17.7,7.4,39.3,4.2,8.1,1,1.2,0.8,1.3,11.7,3.2,0.3,3.8,3.5,12.8,1.4,4.3,3
00ACGB,Barnet,Coppetts,BarnetCoppetts,14504,10682,569,1692,951,610,8493,603,1586,121,95,200,153,1251,108,77,256,262,620,69,364,246,73.6,3.9,11.7,6.6,4.2,58.6,4.2,10.9,0.8,0.7,1.4,1.1,8.6,0.7,0.5,1.8,1.8,4.3,0.5,2.5,1.7
00ACGC,Barnet,East Barnet,BarnetEast Barnet,15332,13273,369,996,427,267,11519,449,1305,85,57,127,100,645,78,36,237,111,301,15,132,135,86.6,2.4,6.5,2.8,1.7,75.1,2.9,8.5,0.6,0.4,0.8,0.7,4.2,0.5,0.2,1.5,0.7,2,0.1,0.9,0.9
00ACGD,Barnet,East Finchley,BarnetEast Finchley,14534,11121,495,1444,937,537,8769,647,1705,103,88,145,159,1016,141,104,183,225,643,69,181,356,76.5,3.4,9.9,6.4,3.7,60.3,4.5,11.7,0.7,0.6,1,1.1,7,1,0.7,1.3,1.5,4.4,0.5,1.2,2.4
00ACGF,Barnet,Finchley Church End,BarnetFinchley Church End,13810,10243,387,1806,655,719,8145,338,1760,42,52,165,128,1291,164,44,307,105,523,27,256,463,74.2,2.8,13.1,4.7,5.2,59,2.4,12.7,0.3,0.4,1.2,0.9,9.3,1.2,0.3,2.2,0.8,3.8,0.2,1.9,3.4
00ACGG,Barnet,Garden Suburb,BarnetGarden Suburb,14727,12447,359,860,438,623,9617,222,2608,32,29,159,139,500,129,28,203,85,341,12,191,432,84.5,2.4,5.8,3,4.2,65.3,1.5,17.7,0.2,0.2,1.1,0.9,3.4,0.9,0.2,1.4,0.6,2.3,0.1,1.3,2.9
00ACGH,Barnet,Golders Green,BarnetGolders Green,16249,11900,500,1847,1075,927,8755,388,2757,65,84,171,180,1144,262,110,331,149,872,54,345,582,73.2,3.1,11.4,6.6,5.7,53.9,2.4,17,0.4,0.5,1.1,1.1,7,1.6,0.7,2,0.9,5.4,0.3,2.1,3.6
00ACGJ,Barnet,Hale,BarnetHale,15663,11184,431,2236,1109,703,9616,522,1046,77,83,134,137,1564,216,86,370,238,804,67,400,303,71.4,2.8,14.3,7.1,4.5,61.4,3.3,6.7,0.5,0.5,0.9,0.9,10,1.4,0.5,2.4,1.5,5.1,0.4,2.6,1.9
00ACGK,Barnet,Hendon,BarnetHendon,15377,11168,464,2018,940,787,8597,411,2160,61,82,168,153,1405,198,77,338,163,727,50,325,462,72.6,3,13.1,6.1,5.1,55.9,2.7,14,0.4,0.5,1.1,1,9.1,1.3,0.5,2.2,1.1,4.7,0.3,2.1,3
00ACGL,Barnet,High Barnet,BarnetHigh Barnet,13847,12382,320,647,243,255,11079,377,926,65,42,119,94,456,45,33,113,79,155,9,149,106,89.4,2.3,4.7,1.8,1.8,80,2.7,6.7,0.5,0.3,0.9,0.7,3.3,0.3,0.2,0.8,0.6,1.1,0.1,1.1,0.8
00ACGM,Barnet,Mill Hill,BarnetMill Hill,15379,11783,474,1624,878,620,9911,483,1389,85,67,203,119,1046,228,57,293,174,669,35,343,277,76.6,3.1,10.6,5.7,4,64.4,3.1,9,0.6,0.4,1.3,0.8,6.8,1.5,0.4,1.9,1.1,4.4,0.2,2.2,1.8
00ACGN,Barnet,Oakleigh,BarnetOakleigh,14740,12276,347,1357,426,334,10374,531,1371,54,52,135,106,958,121,32,246,108,299,19,163,171,83.3,2.4,9.2,2.9,2.3,70.4,3.6,9.3,0.4,0.4,0.9,0.7,6.5,0.8,0.2,1.7,0.7,2,0.1,1.1,1.2
00ACGP,Barnet,Totteridge,BarnetTotteridge,14449,10838,364,1645,379,1223,9011,372,1455,31,37,143,153,1228,145,39,233,86,277,16,370,853,75,2.5,11.4,2.6,8.5,62.4,2.6,10.1,0.2,0.3,1,1.1,8.5,1,0.3,1.6,0.6,1.9,0.1,2.6,5.9
00ACGQ,Barnet,Underhill,BarnetUnderhill,15721,13154,408,1041,722,396,11746,552,856,80,74,128,126,638,80,81,242,165,516,41,186,210,83.7,2.6,6.6,4.6,2.5,74.7,3.5,5.4,0.5,0.5,0.8,0.8,4.1,0.5,0.5,1.5,1,3.3,0.3,1.2,1.3
00ACGR,Barnet,West Finchley,BarnetWest Finchley,14264,9446,472,2765,573,1008,7252,486,1708,68,62,155,187,2259,172,90,244,144,391,38,351,657,66.2,3.3,19.4,4,7.1,50.8,3.4,12,0.5,0.4,1.1,1.3,15.8,1.2,0.6,1.7,1,2.7,0.3,2.5,4.6
00ACGS,Barnet,West Hendon,BarnetWest Hendon,14587,8037,449,3779,1256,1066,5996,567,1474,79,54,193,123,2788,447,110,434,300,909,47,473,593,55.1,3.1,25.9,8.6,7.3,41.1,3.9,10.1,0.5,0.4,1.3,0.8,19.1,3.1,0.8,3,2.1,6.2,0.3,3.2,4.1
00ACGT,Barnet,Woodhouse,BarnetWoodhouse,15533,11067,502,2724,688,552,8664,652,1751,95,98,151,158,2168,167,96,293,214,414,60,218,334,71.2,3.2,17.5,4.4,3.6,55.8,4.2,11.3,0.6,0.6,1,1,14,1.1,0.6,1.9,1.4,2.7,0.4,1.4,2.2
00ADGA,Bexley,Barnehurst,BexleyBarnehurst,10277,9755,80,222,146,74,9460,148,147,33,9,21,17,198,4,4,16,34,109,3,59,15,94.9,0.8,2.2,1.4,0.7,92.1,1.4,1.4,0.3,0.1,0.2,0.2,1.9,0,0,0.2,0.3,1.1,0,0.6,0.1
00ADGB,Bexley,Belvedere,BexleyBelvedere,10839,9333,186,764,462,94,8954,144,235,57,17,58,54,677,19,8,60,126,307,29,56,38,86.1,1.7,7,4.3,0.9,82.6,1.3,2.2,0.5,0.2,0.5,0.5,6.2,0.2,0.1,0.6,1.2,2.8,0.3,0.5,0.4
00ADGC,Bexley,Blackfen and Lamorbey,BexleyBlackfen and Lamorbey,10419,9958,104,192,117,48,9625,151,182,26,14,23,41,142,13,7,30,56,51,10,21,27,95.6,1,1.8,1.1,0.5,92.4,1.4,1.7,0.2,0.1,0.2,0.4,1.4,0.1,0.1,0.3,0.5,0.5,0.1,0.2,0.3
00ADGD,Bexley,Blendon and Penhill,BexleyBlendon and Penhill,10418,9919,105,239,87,68,9583,158,178,37,8,38,22,158,7,18,56,30,50,7,62,6,95.2,1,2.3,0.8,0.7,92,1.5,1.7,0.4,0.1,0.4,0.2,1.5,0.1,0.2,0.5,0.3,0.5,0.1,0.6,0.1
00ADGE,Bexley,Brampton,BexleyBrampton,10387,9682,94,369,137,105,9400,154,128,28,11,35,20,297,18,6,48,61,69,7,89,16,93.2,0.9,3.6,1.3,1,90.5,1.5,1.2,0.3,0.1,0.3,0.2,2.9,0.2,0.1,0.5,0.6,0.7,0.1,0.9,0.2
00ADGF,Bexley,Christchurch,BexleyChristchurch,10390,9714,130,331,153,62,9302,184,228,38,12,38,42,240,14,32,45,84,64,5,44,18,93.5,1.3,3.2,1.5,0.6,89.5,1.8,2.2,0.4,0.1,0.4,0.4,2.3,0.1,0.3,0.4,0.8,0.6,0,0.4,0.2
00ADGG,Bexley,Colyers,BexleyColyers,10595,9890,137,266,229,73,9561,111,218,42,16,49,30,226,10,15,15,51,166,12,32,41,93.3,1.3,2.5,2.2,0.7,90.2,1,2.1,0.4,0.2,0.5,0.3,2.1,0.1,0.1,0.1,0.5,1.6,0.1,0.3,0.4
